2015-06-05;2020-06-05;100.000000;3.300000;12;1;1000000;103.4179;2292;1569002;H;T00003
2012-02-09;2017-02-09;100.000000;3.800000;12;1;2000000;103.2484;2142;120205;A;T00005
2014-01-14;2021-01-14;99.592000;5.790000;12;1;3400000;115.1632;2142;140203;H;T00003
2010-08-05;2020-08-05;100.000000;3.280000;6;1;6000000;103.6016;1232;100024;H;SX
2016-11-11;2017-08-08;100.000000;3.460000;0;0;2000000;99.8158;1092;011698773;A;T00001
2016-10-20;2021-10-20;100.000000;2.390000;12;1;500000;99.0047;1232;160021;H;T00003
2016-11-10;2017-05-10;98.394700;0.000000;0;3;4000000;98.3375;2062;111699837;A;T00005
2014-01-14;2019-01-14;99.880000;5.750000;12;1;400000;110.4595;2142;140202;H;T00003
2014-02-19;2019-02-19;100.000000;5.400000;12;1;2000000;109.2321;2352;140408;H;T00003
2013-07-11;2020-07-11;96.760000;3.460000;12;1;1800000;104.4722;1232;130015;H;T00003
2007-06-25;2017-06-25;100.000000;4.400000;6;1;2800000;103.0563;1232;070010;H;SX
2015-09-01;2018-09-01;100.000000;3.370000;12;1;1928500;101.5853;2152;1562005;H;T00003
2015-09-01;2020-09-01;100.000000;3.690000;12;1;5100000;102.8945;2152;1562006;H;T00003
2012-02-01;2019-02-01;100.000000;3.830000;12;1;2200000;104.9287;2142;120202;H;T00003
2005-11-15;2020-11-15;100.000000;3.650000;6;1;1400000;104.1716;1232;050012;H;SX
2014-01-20;2024-01-20;100.000000;5.900000;12;1;900000;120.9583;2142;140205;H;T00003
2015-02-10;2017-10-26;100.000000;4.800000;3;2;3000000;100.1872;1222;1589035;H;T00003
2014-10-15;2019-10-15;100.000000;5.800000;12;1;1550000;104.8356;1072;101453024;T;T00508
2007-05-17;2037-05-17;100.000000;4.270000;6;1;2000000;115.6811;1232;070006;H;SX
2006-06-26;2026-06-26;100.000000;3.700000;6;1;5000000;108.2267;1232;060009;H;SX
2010-09-16;2020-09-16;100.000000;3.290000;6;1;2400000;103.3077;1232;100031;H;SX
2015-03-26;2017-03-26;100.000000;3.950000;12;1;480000;103.0618;2352;150408;A;T00005
2009-05-19;2019-05-19;100.000000;2.530000;6;2;200000;99.6208;1342;090204;H;SX
2009-03-12;2019-03-12;100.000000;3.050000;6;1;500000;102.1176;1232;090003;H;SX
2008-12-16;2018-12-16;100.000000;3.500000;12;1;1000000;104.3231;2352;080420;H;SX
2012-11-07;2019-11-07;100.000000;2.900000;12;2;500000;99.2047;1342;120244;H;T00003
2015-06-18;2018-06-18;100.000000;3.540000;12;1;2000000;102.5412;2142;150212;A;T00005
2013-07-16;2023-07-16;100.000000;4.250000;12;1;1000000;107.1898;2352;130413;H;T00003
2013-09-02;2023-09-02;98.560000;4.720000;12;1;2600000;109.6288;2142;130240;H;T00003
2011-06-09;2018-06-09;100.000000;2.550000;3;2;200000;99.2607;1342;110237;A;T00005
2016-04-22;2019-04-22;100.000000;3.080000;12;1;1000000;101.9904;2352;160415;H;T00003
2015-09-01;2022-09-01;100.000000;3.990000;12;1;5100000;104.2698;2152;1562007;H;T00003
2015-09-01;2025-09-01;100.000000;3.970000;6;1;5100000;104.7181;2152;1562008;H;T00003
2016-04-22;2021-04-22;100.000000;3.260000;12;1;1000000;102.4721;2352;160416;H;T00003
2014-01-14;2017-01-14;100.163700;5.695700;12;1;300000;105.2760;2142;140201;T;T00806
2016-02-18;2021-02-18;100.000000;2.960000;12;1;2000000;101.5981;2142;160206;H;T00003
2016-04-22;2023-04-22;100.000000;3.540000;12;1;5000000;103.5667;2352;160417;A;T00001
2016-04-14;2021-04-14;100.000000;2.580000;12;1;700000;101.3476;1232;160007;A;T00003
2016-04-05;2026-04-05;100.000000;3.180000;12;1;200000;101.2460;2142;160210;T;T01106
2011-04-07;2021-04-07;106.930000;4.500000;12;1;200000;108.3623;2142;110220;H;T00003
